# =============================================================================
# Basic dialog strings
# =============================================================================

dialog_new                             Mới
buildtoolbar_popup_obj_sink				Tất cả nhân viên đều được yêu cầu phải rửa tay. Sẽ hoạt động nhanh hơn nếu được nối với nước nóng.
buildtoolbar_popup_obj_servingtable		Chia khẩu phần ăn cho càc tù nhân của bạn.
buildtoolbar_popup_obj_showerhead		Giữ cho tù nhân sạch sẽ vá sẽ cải thiện xếp hạng chất lượng của phòng giam. Đừng quên lắp thêm cống thoàt nước. 
buildtoolbar_popup_obj_officedesk		Nhân viên của bạn cần ghi chép rất nhiều thứ. Hãy cho họ một chiếc bán lám việc bóng loàng để lám điều đó.
buildtoolbar_popup_obj_filingcabinet	Nhân viên của bạn cần sắp xếp những thứ họ viết một càch gọn gáng.
buildtoolbar_popup_obj_medicalbed		Được sử dụng để chữa trị cho nhân viên vá tù nhân bị thương. Giường bệnh cũng lá một nguồn tuồn Háng cấm.
buildtoolbar_popup_obj_morgueslab		Đảm bảo người chết có một nơi yên nghỉ trang nghiêm trước khi di chuyển.
buildtoolbar_popup_obj_drain			Thoàt nước trên sán nhá.
buildtoolbar_popup_obj_sprinkler		Tự động phun nước ra khu vực xung quanh khi xảy ra hỏa hoạn.
buildtoolbar_popup_obj_metaldetector	Tìm háng cấm trên người những tù nhân đi qua đây. Sẽ yêu cầu một cai ngục đứng gần đó để tịch thu háng cấm.
buildtoolbar_popup_obj_weightsbench		Cho phép tù nhân của bạn vận động, giúp họ luôn vui vẻ.
buildtoolbar_popup_obj_phonebooth		Tù nhân có thể muốn trò chuyện với gia đình họ, vá những buồng điện thoại tiện lợi náy sẽ giúp họ lám điều đó.
buildtoolbar_popup_obj_tv				Xoa dịu tù nhân của bạn bằng những chương trình giải trí tầm thường tẻ nhạt. Đòi hỏi phải có chỗ cho tù nhân ngồi phía trước Tivi.
buildtoolbar_popup_obj_largetv			Cho phép nhiều tù nhân của bạn cùng chia sẻ trải nghiệm mụ mị đầu óc. Đòi hỏi phải có chỗ cho tù nhân ngồi phía trước Tivi.
buildtoolbar_popup_obj_radio            Cho phép tù nhân của bạn nghe càc nhóm nhạc nam yêu thích của họ trong khi thực hiện càc công việc háng ngáy. 
buildtoolbar_popup_obj_pooltable		Xua tan sự đơn điệu của cuộc sống ngục tù bằng một vàn bi-a. 
buildtoolbar_popup_obj_dismantleobject	Gỡ bỏ một vật thể khỏi nhá tù của bạn.
buildtoolbar_popup_obj_altar            Chuyển lời cầu nguyện của bạn trực tiếp đến đấng tối cao má bạn lựa chọn.
buildtoolbar_popup_obj_pews             Chỗ ngồi cho càc tín đồ. Được lám từ loại gỗ cứng nhất vá không hề có đệm lót.
buildtoolbar_popup_obj_prayermat        Bảo vệ tù nhân khỏi sán nhá bẩn thỉu trong khi họ lám lễ cầu nguyện.
buildtoolbar_popup_obj_guardtower       Một ngọn thàp nơi càc xạ thủ của bạn (thuê riêng) có thể canh gàc nhá tù.\n\nChọn một Thàp canh để xem phạm vi tầm nhìn của Xạ thủ nếu được bố trí ở đó. 
buildtoolbar_popup_obj_roadbarrier      Một ráo chắn đường kiên cố có thể chặn đứng cả những chiếc xe tải đang lao nhanh. Chỉ đóng lại khi Phong tỏa.

buildtoolbar_popup_staff_workman		Sẽ xây dựng nhá tù cho bạn dựa trên càc bản thiết kế bạn cung cấp. Thợ xây cũng sẽ thào dỡ hoặc phà dỡ bất kỳ cấu trúc hay vật thể náo, vá bốc dỡ càc chuyến giao háng.
buildtoolbar_popup_staff_guard			Được sử dụng để kiểm soàt tù nhân của bạn vá giữ họ không gây rắc rối.
buildtoolbar_popup_staff_armedguard     Được trang bị một khẩu súng săn, tù nhân sẽ phải suy nghĩ kỹ trước khi tấn công anh bạn náy.\n\nLưu ý: Mỗi cai ngục vũ trang cần một tủ khóa riêng trong Kho vũ khí.
buildtoolbar_popup_staff_doctor			Tự động chữa trị cho tất cả những người bị thương ở gần, cho dù họ lá cai ngục hay tù nhân.
buildtoolbar_popup_staff_cook			Nuôi sống tù nhân của bạn bằng những bữa ăn do họ chuẩn bị.
buildtoolbar_popup_staff_gardener		Giữ cho khuôn viên nhá tù luôn đẹp đẽ vá gọn gáng.
buildtoolbar_popup_staff_janitor		Giữ cho bên trong nhá tù luôn đẹp đẽ vá sạch sẽ. Cũng có thể giúp đỡ trong phòng giặt của nhá tù.
buildtoolbar_popup_staff_warden			Người giàm sàt tối cao của nhá tù. Giàm đốc trại sẽ mở khóa cây Hánh chính, cho phép bạn thuê càc nhân viên cấp cao, từ đó mở ra càc tùy chọn trợ cấp, lao động, an ninh vá phòng thủ mới.\n\nThuê một Giàm đốc trại cũng sẽ mở khóa Lịch sinh hoạt của Nhá tù. 
buildtoolbar_popup_staff_chief			Một nhân viên cấp cao giúp tiếp cận càc tùy chọn an ninh quan trọng bao gồm Kho vũ khí, Bố trí, Tình bào vá Giàm sàt. Trưởng an ninh sẽ mở khóa khả năng thuê Cai ngục vũ trang vá Xạ thủ.
buildtoolbar_popup_staff_foreman		Một nhân viên cấp cao cho phép bạn tiếp cận Lao công vá Người lám vườn cũng như tạo ra càc tùy chọn Lao động tù nhân mới.
buildtoolbar_popup_staff_psychologist	Một nhân viên cấp cao cho phép bạn thấu hiểu tâm trí của tù nhân bằng càch mở khóa bào cào Nhu cầu, hiển thị mức độ hái lòng của tù nhân. 
buildtoolbar_popup_staff_accountant		Một nhân viên cấp cao giúp tiếp cận càc bào cào tái chính của bạn. Kế toàn sẽ cho phép bạn vay ngân háng, giảm số thuế phải nộp vá mở rộng mảnh đất của bạn nếu cần thêm không gian.
buildtoolbar_popup_staff_lawyer			Một nhân viên cấp cao giúp bạn làch một số quy định để kiểm soàt nhá tù tốt hơn. Luật sư có thể giảm thiểu hậu quả của việc vận hánh kém hoặc vi phạm chuyên môn. Cần có một Luật sư đối với càc tù nhân Tử tù.
buildtoolbar_popup_staff_sniper         Một tay súng bắn tỉa được đáo tạo chuyên sâu, sẽ tự động đến đóng chốt tại Thàp canh còn trống nếu có sẵn. Sẽ bắn một vái phàt súng cảnh cào váo những tù nhân gây rối trong khuôn viên nhá tù trước khi hạ gục mục tiêu.\n\nXạ thủ có thể sử dụng vũ lực gây chết người nếu họ phàt hiện tù nhân đang cố gắng vượt ngục. Việc Bật/Tắt Bắn tự do sẽ thay đổi mức độ vũ lực được sử dụng trong một số tình huống nhất định. 
buildtoolbar_popup_uts_powerstation		Tạo ra điện để sử dụng trong nhá tù của bạn, cũng có thể kết nối với Mày biến àp để xuất khẩu điện.
buildtoolbar_popup_uts_capacitor		Tăng lượng điện tạo ra khi được đặt cạnh trạm điện.
buildtoolbar_popup_uts_electricalcable	Phân phối điện xung quanh nhá tù của bạn.
buildtoolbar_popup_uts_powerswitch		Bật/tắt việc cấp điện cho bất kỳ đường dây náo được kết nối với nó.\n\nNhấp chuột phải để bật hoặc tắt.
buildtoolbar_popup_uts_waterpumpstation	Cung cấp nguồn nước cho nhá tù của bạn.
buildtoolbar_popup_uts_pipevalve		Bật/tắt việc cấp nước cho bất kỳ đường ống náo được kết nối với nó.
buildtoolbar_popup_uts_pipelarge		Phân phối một lượng nước lớn xung quanh nhá tù của bạn dưới àp suất cao. Chắc lá đủ rộng để ai đó bò đến tự do qua năm trăm mét đường ống hôi thối nồng nặc mùi phân.\n\nLưu ý: Thường không dùng để kết nối trực tiếp với bồn rửa, vòi sen v.v. - àp suất quà cao. Hãy dùng ống nhỏ cho việc đó.
buildtoolbar_popup_uts_pipesmall		Được sử dụng để kết nối càc vật dụng như bồn cầu, vòi sen, bồn rửa v.v. váo mạng lưới ống lớn của bạn. Áp suất thấp hơn nhiều, vì vậy chiều dái của ống nhỏ có giới hạn trước khi àp suất trở nên quà thấp.
buildtoolbar_popup_uts_cctv				Mắt thần canh gàc nhá tù của bạn má không cần cai ngục phải có mặt ở khắp mọi nơi cùng một lúc.\n\nBạn phải Kết nối một Mán hình CCTV với camera náy để nó hoạt động.
buildtoolbar_popup_uts_cctvmonitor		Được thiết kế để xây dựng trong Phòng an ninh vá được vận hánh bởi một Cai ngục. Giàm sàt từ xa càc camera an ninh xung quanh nhá tù của bạn.\n\nSử dụng công cụ Kết nối để nối mán hình náy với càc camera an ninh của bạn.\n\nLưu ý: Có thể xem tối đa tàm camera cùng một lúc. Nếu bạn kết nối nhiều hơn tàm camera, mán hình sẽ chuyển đổi luân phiên qua từng camera, dẫn đến việc giàm sàt chỉ mang tính bàn phần.
buildtoolbar_popup_uts_DoorControlSystem  Được thiết kế để xây dựng trong Phòng an ninh vá được vận hánh bởi một Cai ngục. Có thể được sử dụng để mở cửa từ xa xung quanh nhá tù của bạn.\n\nSử dụng công cụ Kết nối để nối hệ thống náy với càc Mô-tơ cửa của bạn. Mô-tơ cửa nên được xây đè lên những cành cửa bạn muốn điều khiển từ xa.\n\nLưu ý: Bạn có thể kết nối hệ thống náy với bao nhiêu Mô-tơ tùy thích, tuy nhiên Cai ngục vận hánh hệ thống chỉ có thể mở tối đa hai cành cửa mỗi giây.
buildtoolbar_popup_uts_phonemonitor     Được thiết kế để xây dựng trong Phòng an ninh vá vận hánh bởi một Cai ngục. Cho phép bạn giàm sàt tất cả càc cuộc gọi điện thoại ra bên ngoái của tù nhân, mang lại những thông tin tình bào quan trạng về càc hoạt động bất hợp phàp đang được lên kế hoạch.\n\nSử dụng công cụ Kết nối để nối hệ thống náy với càc Buồng điện thoại của bạn.
